text,label
i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,anger
i feel like everything i do i will make a mistake and i will be punished,sadness
ive been meeting up many people since this semester but tonight at cinderalla i couldnt help but feeling sorrowful and down,sadness
i start to feel annoyed about the whole thing and end up ordering pizza,anger
i don t know if i should be feeling this way because it would seem greedy and not nice to expect someone to splurge on the spur of the moment just because i asked,anger
i seem to wake up every day recently feeling immensely irritable and i cant quite work out why,anger
i feel so glad that i have a cool mama,joy
i feel as if it was a way of distracting me from my positive thoughts and i had to work really hard to switch my thoughts around today but i did it,joy
im feeling slightly empty right now as if i want to reach out my hand for someone anyone to hold,sadness
when i ate a rotten apple,anger
i know this is supposed to be a cheerfull season the christmas season but this is what i am feeling after loosing our beloved cat tigger earlier this year,joy
i really feel that we are progressing towards a society that is more fearless incrementally throwing away seemingly rigid boundaries like paranoia over security of one s belongings a href http www,joy
i tend to stop breathing when i m feeling stressed,anger
i feel completely inadequate and unable to express any of it in words,sadness
i feel popular special and important,joy
i have to cop out on feeling regretful,sadness
i have to admit that i feel a little irate as well but its under control,anger
i do have good days and bad days but the bad days are awful resulting in constant trips to the bathroom a lot of pain bloat and discomfort lots of blood and just feeling completely exhausted and rundown,sadness
im feeling cranky cantankerous and resentful like a house slave basically almost all the mothers i know rely heavily on either alcohol marijuana or separation divorce to get some space and sanity for themselves away from their maternal responsibilities,anger
i feel divine whenever i captured a moment smiled silently saving all the details to my treasure chest that i fill only with memories that i knew will only happened once in my lifespan,joy
i am feeling quite pleasant,joy
i really feel deprived,sadness
i understand and appreciate the concern for safety i feel that the real focus of the market the vendors has been ignored,sadness
i really can carry a grudge for a long time against those i feel have wronged or hurt me in someway whether they are aware of it or not,anger
i did or i did not doesnt matter any more because i am starting to feel assured of who i am now and have made peace with why i lied in the past,joy
i have lost kg and feeling fab,joy
i feel that many people need to worry about their own families their own children and their own self because time is precious,joy
i don t feel that irritated,anger
ive just spent the last half hour feeling ridiculously angry over insensitive comments from my partner but that all changed a few minutes ago to real pride over how much i have changed,anger
i feel really terrific so far,joy
i started to feel homesick for the first time in my life even though i had lived abroad before for years,sadness
i feel like a vile traitor even saying such a thing but its the truth,anger
i feel the echoes of the divine so very close,joy
i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude,anger
i always feel a little sad when he goes as we sorta have a ren and stimpy theme about us oil and water gemini and scorpio soulmate friends,sadness
i still feel so empty and lonely,sadness
i feel stressed he gets upset for that too,anger
i feel like this vile thing brooding gnawing deeper in spirit,anger
i feel a lot of bids i put in for work in for will get beaten on price and price alone,sadness
i do i feel like i just make him mad or upset and he doesn t talk to me,anger
i open my eyes in the morning my heart feels empty,sadness
i just feel so listless and lost,sadness
i feel lonely i remember my moms saying,sadness
i can process everything properly but im feeling more positive and able to resume training,joy
im feeling really lonely and feeling like im missing a part of myself,sadness
i love the passion and the feeling of wonderful uncertainty of those teenage years,joy
i feel unloved you are there to remind me you love me,sadness
i feel that npr provides a valuable service,joy
i feel like a regretful soul,sadness
i break down a few times feeling like a lousy mom,sadness
i feel a little sentimental about because i distinctly remember as a child celebrating my parents th birthdays and they seemed so,sadness
i really enjoyed feeling that i was not alone,sadness
i am feeling so weepy and emotional still,sadness
i and most women don t feel particularly burdened by taking the pill there is some unfairness to it,sadness
i wanna talk tell you about sycf it stands for singapore youth chinese forum btw and although theres a singapore word inside i feel like the minority there p ok but thats beside the point,joy
i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,anger
i will usually tell him that i was feeling frustrated for whatever reason and ask him to help me fix it,anger
i feel that this a very clever and humorous idea that is memorable,joy
i feel incredibly sarcastic right now,anger
i wonder if am i alone in the fact that i am able to identify my destructive behaviors yet feel doomed to repeat them,sadness
ive been feeling weepy and sensitive today as time rolls towards the anniversary of my fathers death,sadness
i don t feel so fearless,joy
i didnt expected to be that much addicted to the nicotine before ive experienced all withdrawal symptoms feeling irritable and so stressed going mad with cravings inability to concentrate dry mouth trouble sleeping i wake up every night at a,anger
i would estimate that when i speak nepali i feel about as intelligent as when i speak english with german i feel about as intelligent and with spanish i feel about as intelligent,joy
i was left with my integrity and my dignity intact but feeling pissed off,anger
i find this meeting a little scolding when anyone with less than five years of sobriety attempts to engage theres a definite feeling in the air that some horrible crime is being committed,sadness
i have really come up against some intense struggles since moving in here and i have to say i am very proud at the way we are giving each other the respect to feel however we need to feel mad stressed whatever and yet we still pull together to fix the issue,anger
i feel like a bitchy selfish idiot,anger
i feel like people have shamed me for being so,sadness
when a friend of mine keeps telling me morbid things that happened to his dog,anger
i do feel that they are greedy and money hungry absolutely,anger
ive never behaved like that in front of my husband and i feel a mixture of shame and relief that only the shedding of many tears and saying truthful but hurtful things can bring on,joy
i like them because i feel working on these puzzles helps him improve his fine motor skills and teaches him how to follow a set of instructions in order to make something,joy
i just tell you that the feeling of a skid is not pleasant,joy
i occasionally find myself feeling desiring the room and time to distill and slowly mull over consider and explore the rich complexities that surround the foggy notion that there is an objective definitive knowledge of tantric buddhism,joy
i feel im pretty spot on in this instance but im just guessing,joy
i set off feeling fab and ran first section pretty well,joy
im feeling festive,joy
i still miss him and feel rather weepy today,sadness
im looking forward to feeling hopeful instead of hopeless,joy
i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans,anger
i am sure the organisation themselves have the best of intentions though i disagree with them whole heartedly its just i get the feeling that some of the demostrators will be slightly hostile to students,anger
i was still feelin kind of irritable and funky from the day before but so it goes,anger
i hadn t seen for two years spending a sun filled day at the aussie open followed by dumplings at chinatown and a lemonade in a leafy beer garden feeling like i had stepped back in time at labour in vain on brunswick street attending a backyard barbecue and visiting edinburgh gardens for aussie day,sadness
i feel more clever,joy
i feel that the classroom is extremely dangerous,anger
im thinking of locking myself in my house until i manage to get it all organized but i have a feeling i may become as cranky and isolated as this dear friend a href http,anger
i am still working through the guilt of feeling selfish for self preservation without the justification that i must survive to bring up my babies,anger
i wonder if mind readers draw a blank when they get around stupid people and when stupid people leave a room does it feel like somebody smart just walked in,joy
i feel like i smell pretty after i use it,joy
im feeling very sentimental tonight,sadness
i feel weepy and that makes me want to avoid people so i dont freak them out,sadness
i just remember being so fully stressed out and while i had fun i feel it could have been more lively,joy
i feel the shift towards casual gaming as a whole is hurting rpgs and jrpgs especially because rpgs aren t games that non gamers think of playing,joy
i love you to me actually made me feel dismayed and disappointed,sadness
i feel like im the mad hatter rather than alice,anger
i am in an internet cafe with both kids because i feel neglectful of my blog but this is chaotic,sadness
i hope the two of you don t feel it was all in vain,sadness
i wanted to root for someone to feel wronged and condemned on their behalf,anger
i left the office feeling so relieved,joy
i have a feeling that i should post some sort of content on here for you blog hoppers to possibly comment about,joy
i feel im rather innocent in that respect,joy
i still love my so and wish the best for him i can no longer tolerate the effect that bm has on our lives and the fact that is has turned my so into a bitter angry person who is not always particularly kind to the people around him when he is feeling stressed,sadness
i do not feel miserable at all because my family is not the type that celebrates eid,sadness
i think i am starting to feel jealous,anger
i feel as though i am living the world of opposites where a long cold winter is a sign of global warming free speech is only free as long as it is practiced in the echo chamber of political correctness and the u,anger
i m filled with astonishment and feel amused about what this city has witnesed today,joy
i think unconsciously subconsciously i feel like a vile vile being,anger
i must not lie radio actually makes you feel wonderful,joy
ive come home for the holidays i feel so much more mellow,joy
i also feel like why is what i m going to say going to be important in any way shape or form,joy
i cannot help but feel outraged to recognize that essentially children in america have no rights at all,anger
i feel respected when for months you only tell me you love me when were alone and when it strikes your fancy,joy
i was feeling irritable and grumpy today so i came home for lunch took a nap,anger
i feel lethargic and lazy and completely uncomposed if i m not dressed in something like that,sadness
i feel terrible and sexist whenever im in a group of women and they start talking about dieting and my brain automatically drops the t,sadness
i acted like a little girl by acting cute towards you asking if you wanna share a diary with me amp you said youre still feeling pissed and you want me to stop adding the problems and make things hard for us,anger
i feel a lot of this almost every day and it does hurt so this blog is very timely,sadness
i lets me into his fucked up world and he usually does i feel fucked up too and honestly a little scared,anger
im feeling more fucked up than ive ever had and its nothing to do with my school work,anger
i feel is a dull worry,sadness
i presented old work which made me feel guilty,sadness
i feel like all the unsuccessful endeavors in my friends lives are my fault,sadness
i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine,sadness
i was feeling frustrated and tired today,anger
i feel peaceful secure and independent,joy
i feeling almost defeated,sadness
i threw myself at him after all feeling genuinely pleased for him,joy
i feel more jaded,sadness
i feel more appreciative than worthlessness,joy
i loved how all his pack mates bonded with her the touchy feely way they were with each other was sweet,joy
ive been feeling all festive at the torch this week,joy
this happened when i could not get into the school i had initially wanted,anger
im supposed to be excited about my tattoo today but instead all im feeling is pissed off,anger
i feel like so much of my life has been rushed through like just the means to an end and now it feels like i am enjoying everything i possibly can for what it truly is,anger
im not emo ing no no no haha i am feeling happy instead for being able to meet up with them,joy
im feeling quite adventurous and tried out those drinks that i just normally read through the pages of pocketbooks,joy
i get to feeling vain about it i start thinking of it as a battle scar and one that i will wear proudly,sadness
i feel frustrated sometimes with my mac lipsticks when i have to read names or open each of them to select shade,anger
i feel like a stubborn year old,anger
i would feel disheartened so i would then go and do cardio for another hour to achieve calories,sadness
i look forward to when i am feeling better and can write more often,joy
i feel highly disadvantaged,sadness
i feel fucked tape last year make sure you get this,anger
i feel even if he killed himself it was because he was agonized to that extent,sadness
im starting to feel wryly amused at the banal comedy of errors my life is turning into,joy
im quite sore today and physically just feeling exhausted and burnt out,sadness
im feeling queezy and cant be bothered putting these in order so here goes,anger
i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable,anger
im feeling particularly dangerous a chocolate cookie,anger
i feel so thankful to be on their team,joy
im feeling gloomy today,sadness
i want to feel and maybe something i am feeling convinced myself of the nvm state of mind i am in after due deliberations,joy
im feeling pretty contented too having an instructor to assist me with higher level math again for a while is very helpful,joy
i feel accepted well we all know there are a few exceptions to the rule and like i belong,joy
i know ken has this down but im feeling really inadequate what am i doing wrong,sadness
i would certainly feel what im suppose to be feeling which is brave,joy
i feel like ive been in a more innocent version of a one night stand,joy
i feel like doing something productive on this,joy
i don t feel groggy or like i can sleep any more this morning,sadness
i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island,anger
i feel very angry but once a simple msg made me blur really blur,anger
i feel so petty getting all worked up about all this stuff but thats not really whats made me the way i am,anger
i wasn t feeling insulted over its idiocy i felt supremely bored and actually wound up fastforwarding through a few scenes,anger
i feel so invigorated so focused about what im being led to pursue right now and in the future,joy
i apologise in advance i m feeling somewhat angered and stressed and the following is just going to have to come out,anger
i feel like im doomed until he returns,sadness
when people harrass me i feel oppressed by their behavior,anger
i may notice that you feel aggravated or joyful or whatever it is that youre feeling,anger
i begin to feel burdened by things amp long to be empty again,sadness
i feel i did some thing impolite katanya,anger
i feel like i only get mad if i think someones doing something thats really unjust,anger
i feel that with all the talented players that we currently have especially with most of them being rested for the next game and the experience that our players bring to the game we have the ability to go further than we ever have,joy
i feel troubled and also terrified your minute my partner and i view hundreds of white jackets and obtain caught from the surgeons evaluating area sterile and clean smelling and brimming with numerous devices,sadness
i am feeling quite pleased with myself as this was something id never done before,joy
there was a cat on the street it had been run over and its head was open we passed beside it,anger
i were dating myself right now i d be telling my girlfriends that i feel ignored unloved under appreciated and like i m not a priority,sadness
i wasnt feeling too well,joy
i still feel terrible right now as this is what happened on monday night but i needed some time to recover before sharing and have been sleeping since it happened,sadness
i feel very happy and excited since i learned so many things,joy
i just couldnt help feeling a little bit bitter towards his great big happy grin,anger
i was about to feel insulted and show opportunity the finger then the door when it presented the prize two weeks in italy,anger
ive got no brothers in the family i feel incredibly blessed to be gifted with sisters who drive me up the wall and who also happens to be the ones who make me feel most comfortable being myself,joy
i feel in they talk the brother in law is extremely popular the one that had no me to think is so stiff,joy
i liked my keyboard being kicked in my teeth and feeling lousy about myself as a writer but because i want to know how i can improve and wonder what i did wrong to earn only one star,sadness
im feeling lousy right now,sadness
i feel like im getting less intelligent more and more each day,joy
i feel terrible about that,sadness
im starting to not buy the whole everything happens for a reason bit or god has a plan b c i feel that god is love and theres no way that he would torture me and other women like weve been tortured dealing w fertility issues,anger
i should have been depressed but i was actually feeling inspired,joy
im feeling generous i might let them bring the dog with em otherwise the animals are on their own,joy
i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,anger
i can t fix this and am anticipating feeling humiliated when i see workmates and friends,sadness
i am still feeling some low energy and effects of stress,sadness
id just had a terrible nightmare and was feeling a little disturbed,sadness
i still feel ashamed that i live in a world of people who dont know how,sadness
im excited to get home and spend time with everyone please feel free to email call or text and let me know if youre available for dinner or coffee or anything,joy
i have essentially at least in my mind solved these design problems i just don t fucking feel like working them out in all their iterations i just feel like i can t be bothered leave that shit to the junior designers,anger
ill just paraphrase i ranted about not being able to trust anybody and being hurt feeling rejected etc,sadness
